year,season,gender,sport,discipline,name,noc,team,height,weight,medal
1996,Summer,Women,Rowing,Coxed Eights,Nataliya Viktorovna Stasyuk,BLR,Belarus,,,Bronze
1920,Summer,Men,Rowing,Coxed Fours,Paul Staub,SUI,Switzerland,,,Gold
1960,Winter,Men,Alpine Skiing,Giant Slalom,Roger Staub,SUI,Switzerland,,,Gold
1988,Winter,Men,Luge,()'s Doubles,Wolfgang Staudinger,FRG,West Germany-1,180.0,78.0,Bronze
1984,Summer,Women,Hockey,Hockey,Brenda Lee Stauffer (-Hoffman),USA,United States,165.0,60.0,Bronze
2016,Summer,Men,Equestrianism,"Jumping, Team",Kevin Staut,FRA,France,182.0,70.0,Gold
1984,Summer,Women,Hockey,Hockey,"Julia Ann ""Julie"" Staver",USA,United States,170.0,61.0,Bronze
2016,Summer,Women,Rugby Sevens,Rugby Sevens,Ashley Steacy,CAN,Canada,158.0,64.0,Bronze
1964,Summer,Men,Sailing,Two Person Keelboat,"Richard Irving ""Dick"" Stearns, III",USA,Glider,177.0,75.0,Silver
1964,Summer,Men,Athletics,4 x 100 metres Relay,"Richard Vaughn ""Dick"" Stebbins",USA,United States,180.0,68.0,Gold
1948,Summer,Men,Rowing,Coxed Fours,Peter Hermann Stebler,SUI,Switzerland,189.0,84.0,Silver
1984,Summer,Men,Boxing,Bantamweight,Maurizio Stecca,ITA,Italy,165.0,54.0,Gold
2002,Winter,Men,Nordic Combined,Team,Mario Stecher,AUT,Austria,177.0,62.0,Bronze
2006,Winter,Men,Nordic Combined,Team,Mario Stecher,AUT,Austria,177.0,62.0,Gold
2010,Winter,Men,Nordic Combined,Team,Mario Stecher,AUT,Austria,177.0,62.0,Gold
2014,Winter,Men,Nordic Combined,Team,Mario Stecher,AUT,Austria,177.0,62.0,Bronze
1972,Summer,Women,Athletics,100 metres,Renate Stecher (Meiner-),GDR,East Germany,170.0,71.0,Gold
1972,Summer,Women,Athletics,200 metres,Renate Stecher (Meiner-),GDR,East Germany,170.0,71.0,Gold
1972,Summer,Women,Athletics,4 x 100 metres Relay,Renate Stecher (Meiner-),GDR,East Germany,170.0,71.0,Silver
1976,Summer,Women,Athletics,100 metres,Renate Stecher (Meiner-),GDR,East Germany,170.0,71.0,Silver
1976,Summer,Women,Athletics,200 metres,Renate Stecher (Meiner-),GDR,East Germany,170.0,71.0,Bronze
1976,Summer,Women,Athletics,4 x 100 metres Relay,Renate Stecher (Meiner-),GDR,East Germany,170.0,71.0,Gold
2014,Winter,Women,Ice Hockey,Ice Hockey,Lee Ethel Stecklein,USA,United States,183.0,77.0,Silver
1980,Summer,Men,Wrestling,"Flyweight, Freestyle",Wadysaw Stecyk,POL,Poland,156.0,52.0,Silver
1996,Summer,Women,Basketball,Basketball,"Kathryn Suzanne ""Katy"" Steding",USA,United States,183.0,73.0,Gold
1920,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,Ivan Cuthbert Stedman,AUS,Australia,180.0,,Silver
1924,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,Ivan Cuthbert Stedman,AUS,Australia,180.0,,Silver
2000,Summer,Men,Cycling,"Team Pursuit, 4,000 metres",Bryan Steel,GBR,Great Britain,174.0,70.0,Bronze
2004,Summer,Men,Cycling,"Team Pursuit, 4,000 metres",Bryan Steel,GBR,Great Britain,174.0,70.0,Silver
1924,Summer,Men,Wrestling,"Heavyweight, Freestyle",Harry Dwight Steel,USA,United States,,,Gold
2008,Summer,Men,Athletics,4 x 400 metres Relay,Andrew Steele,GBR,Great Britain,182.0,78.0,Bronze
2002,Winter,Men,Bobsleigh,Four,"Daniel ""Dan"" Steele",USA,United States-2,188.0,100.0,Bronze
1984,Summer,Men,Rowing,Coxed Eights,Paul Steele,CAN,Canada,195.0,93.0,Gold
1984,Summer,Men,Sailing,Windsurfer,Randall Scott Steele,USA,United States,173.0,59.0,Silver
1948,Summer,Men,Athletics,Long Jump,Willie Samuel Steele,USA,United States,180.0,73.0,Gold
1920,Summer,Men,Football,Football,"Hermanus Hendricus ""Henk"" Steeman",NED,Netherlands,,,Bronze
2014,Winter,Men,Ice Hockey,Ice Hockey,Alexander Lennart Steen,SWE,Sweden,182.0,95.0,Silver
1988,Summer,Men,Athletics,Decathlon,"David Lee ""Dave"" Steen",CAN,Canada,185.0,80.0,Bronze
1988,Summer,Women,Handball,Handball,Ingrid Steen,NOR,Norway,178.0,77.0,Silver
1992,Summer,Women,Handball,Handball,Ingrid Steen,NOR,Norway,178.0,77.0,Silver
1904,Summer,Men,Water Polo,Water Polo,James J. Steen,USA,New York Athletic Club-1,,,Gold
1996,Summer,Women,Hockey,Hockey,Florentine Pauline Frederique Steenberghe,NED,Netherlands,168.0,58.0,Bronze
1972,Summer,Men,Equestrianism,"Jumping, Team",Hartwig Steenken,FRG,West Germany,175.0,68.0,Gold
1988,Summer,Men,Hockey,Hockey,"Timotheus Bernardus ""Tim"" Steens",NED,Netherlands,168.0,65.0,Bronze
1904,Summer,Men,Football,Football,"Frederick William ""Fred"" Steep",CAN,Galt Football Club,,,Gold
1912,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,Irene Steer (-Nicholson),GBR,Great Britain,,,Gold
1932,Summer,Men,Fencing,"Foil, Team",Richard Clarke Steere,USA,United States,,,Bronze
1904,Summer,Men,Water Polo,Water Polo,Jerome Elwell Steever,USA,Chicago Athletic Association-2,,,Silver
1984,Summer,Women,Canoeing,"Kayak Fours, 500 metres",Maria tefan-Mihoreanu (Cosma-),ROU,Romania,170.0,63.0,Gold
2016,Summer,Men,Wrestling,"Welterweight, Greco-Roman",Davor tefanek,SRB,Serbia,170.0,66.0,Gold
1980,Summer,Women,Fencing,"Foil, Team",Gertrd Stefanek,HUN,Hungary,178.0,65.0,Bronze
1988,Summer,Women,Fencing,"Foil, Team",Gertrd Stefanek,HUN,Hungary,178.0,65.0,Bronze
2012,Summer,Women,Rhythmic Gymnastics,Group,Andreea Stefanescu,ITA,Italy,173.0,,Bronze
2016,Summer,Women,Athletics,Pole Vault,"Aikaterini ""Ekaterini"" Stefanidi",GRE,Greece,173.0,59.0,Gold
1956,Summer,Men,Rowing,Coxed Fours,Ivo Stefanoni,ITA,Italy,165.0,55.0,Gold
1960,Summer,Men,Rowing,Coxed Fours,Ivo Stefanoni,ITA,Italy,165.0,55.0,Bronze
1976,Summer,Men,Volleyball,Volleyball,Wodzimierz Andrzej Stefaski,POL,Poland,192.0,90.0,Gold
1964,Winter,Men,Cross Country Skiing,4 x 10 kilometres Relay,Janne Reidar Stefansson,SWE,Sweden,170.0,68.0,Gold
2008,Summer,Men,Handball,Handball,lafur Indrii Stefnsson,ISL,Iceland,196.0,94.0,Silver
2008,Summer,Women,Shooting,Trap,Zuzana tefeekov,SVK,Slovakia,166.0,65.0,Silver
2012,Summer,Women,Shooting,Trap,Zuzana tefeekov,SVK,Slovakia,166.0,65.0,Silver
1948,Summer,Men,Rowing,Coxed Pairs,Giovanni Steff,ITA,Italy,,,Silver
2000,Summer,Women,Swimming,4 x 200 metres Freestyle Relay,Britta Steffen,GER,Germany,180.0,60.0,Bronze
2008,Summer,Women,Swimming,50 metres Freestyle,Britta Steffen,GER,Germany,180.0,60.0,Gold
2008,Summer,Women,Swimming,100 metres Freestyle,Britta Steffen,GER,Germany,180.0,60.0,Gold
1904,Summer,Men,Gymnastics,Team All-Around,Otto I. Steffen,USA,"New York Turnverein, New York",165.0,,Silver
1920,Summer,Men,Sailing,30 metres,Rolf Steffenburg,SWE,Kullan,,,Gold
2008,Summer,Women,Water Polo,Water Polo,Jessica Marie Steffens,USA,United States,183.0,75.0,Silver
2012,Summer,Women,Water Polo,Water Polo,Jessica Marie Steffens,USA,United States,183.0,75.0,Gold
2012,Summer,Women,Water Polo,Water Polo,"Margaret Ann ""Maggie"" Steffens",USA,United States,173.0,74.0,Gold
2016,Summer,Women,Water Polo,Water Polo,"Margaret Ann ""Maggie"" Steffens",USA,United States,173.0,74.0,Gold
1936,Summer,Men,Gymnastics,Team All-Around,Walter Johan Heinrich Steffens,GER,Germany,,,Gold
2004,Summer,Men,Athletics,4 x 400 metres Relay,John William Steffensen,AUS,Australia,180.0,71.0,Silver
1920,Summer,Men,Gymnastics,"Team All-Around, Free System",Wilhelm Marius Bakke Steffensen,NOR,Norway,,,Silver
1996,Summer,Men,Beach Volleyball,Beach Volleyball,Kent C. Steffes,USA,United States-1,,,Gold
1960,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,Christel Steffin (-Schulz),GER,Germany,166.0,70.0,Bronze
2000,Summer,Women,Football,Football,Kerstin Stegemann,GER,Germany,170.0,68.0,Bronze
2004,Summer,Women,Football,Football,Kerstin Stegemann,GER,Germany,170.0,68.0,Bronze
2008,Summer,Women,Football,Football,Kerstin Stegemann,GER,Germany,170.0,68.0,Bronze
2012,Summer,Men,Table Tennis,Team,Bastian Steger,GER,Germany,170.0,65.0,Bronze
2016,Summer,Men,Table Tennis,Team,Bastian Steger,GER,Germany,170.0,65.0,Bronze
1998,Winter,Women,Alpine Skiing,Slalom,Zali Steggall,AUS,Australia,175.0,75.0,Bronze
2004,Summer,Men,Trampolining,Individual,Henrik Stehlik,GER,Germany,175.0,67.0,Bronze
2008,Summer,Men,Swimming,4 x 100 metres Freestyle Relay,Boris Steimetz,FRA,France,187.0,75.0,Silver
2000,Summer,Men,Sailing,Multihull,Hans-Peter Steinacher,AUT,Austria,180.0,73.0,Gold
2004,Summer,Men,Sailing,Multihull,Hans-Peter Steinacher,AUT,Austria,180.0,73.0,Gold
1972,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,Angela Steinbach,FRG,West Germany,173.0,62.0,Bronze
1906,Summer,Men,Weightlifting,"Unlimited, One Hand",Josef Steinbach,AUT,Austria,177.0,114.0,Gold
1906,Summer,Men,Weightlifting,"Unlimited, Two Hands",Josef Steinbach,AUT,Austria,177.0,114.0,Silver
1972,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,Klaus Steinbach,FRG,West Germany,191.0,77.0,Silver
1976,Summer,Men,Swimming,4 x 100 metres Medley Relay,Klaus Steinbach,FRG,West Germany,191.0,77.0,Bronze
1992,Summer,Men,Rowing,Quadruple Sculls,Michael Steinbach,GER,Germany,195.0,93.0,Gold
1968,Summer,Women,Swimming,400 metres Individual Medley,Sabine Steinbach (-Klemm),GDR,East Germany,164.0,56.0,Bronze
1980,Summer,Men,Football,Football,Wolfgang Steinbach,GDR,East Germany,166.0,66.0,Silver
1972,Winter,Men,Bobsleigh,Four,Walter Steinbauer,FRG,West Germany-1,170.0,80.0,Bronze
1968,Summer,Women,Swimming,4 x 100 metres Medley Relay,"Janette May ""Jenny"" Steinbeck (-Murray)",AUS,Australia,171.0,64.0,Silver
1924,Summer,Men,Wrestling,"Middleweight, Greco-Roman",Roman Steinberg,EST,Estonia,,75.0,Bronze
1980,Summer,Women,Rowing,Coxless Pairs,Ute Steindorf,GDR,East Germany,176.0,72.0,Gold
1928,Summer,Men,Gymnastics,Team All-Around,"Eduard ""Edi"" Steinemann",SUI,Switzerland,,,Gold
1936,Summer,Men,Gymnastics,Team All-Around,"Eduard ""Edi"" Steinemann",SUI,Switzerland,,,Silver
1996,Summer,Men,Rowing,Quadruple Sculls,Andr Steiner,GER,Germany,196.0,94.0,Gold
1984,Winter,Men,Alpine Skiing,Downhill,Anton Steiner,AUT,Austria,170.0,73.0,Bronze
2008,Summer,Men,Weightlifting,Super-Heavyweight,Matthias Steiner,GER,Germany,183.0,146.0,Gold
1972,Winter,Men,Ski Jumping,"Large Hill, Individual",Walter Steiner,SUI,Switzerland,184.0,70.0,Silver
1912,Summer,Men,Cycling,"Road Race, Team",Jerome Steinert,USA,United States,,,Bronze
1952,Summer,Men,Athletics,4 x 400 metres Relay,Gnther Steines,GER,Germany,174.0,64.0,Bronze
1984,Summer,Men,Sailing,Two Person Dinghy,"Hans Christopher ""Chris"" Steinfeld",USA,United States,185.0,66.0,Silver
2016,Summer,Women,Gymnastics,Horse Vault,Giulia Steingruber,SUI,Switzerland,160.0,56.0,Bronze
1988,Summer,Men,Weightlifting,Middleweight,Ingo Steinhfel,GDR,East Germany,172.0,75.5,Silver
1936,Summer,Men,Canoeing,"Kayak Doubles, 10,000 metres",Karl Steinhuber,AUT,Austria,,,Silver
1992,Winter,Men,Biathlon,4 x 7.5 kilometres Relay,Jens Steinigen,GER,Germany,187.0,80.0,Gold
1952,Summer,Men,Equestrianism,"Jumping, Team","William Clark ""Bill"" Steinkraus",USA,United States,183.0,68.0,Bronze
1960,Summer,Men,Equestrianism,"Jumping, Team","William Clark ""Bill"" Steinkraus",USA,United States,183.0,68.0,Silver
1968,Summer,Men,Equestrianism,"Jumping, Individual","William Clark ""Bill"" Steinkraus",USA,United States,183.0,68.0,Gold
1972,Summer,Men,Equestrianism,"Jumping, Team","William Clark ""Bill"" Steinkraus",USA,United States,183.0,68.0,Silver
2004,Summer,Men,Water Polo,Water Polo,dm Steinmetz,HUN,Hungary,198.0,104.0,Gold
2000,Summer,Men,Water Polo,Water Polo,Barnabs Steinmetz,HUN,Hungary,196.0,98.0,Gold
2004,Summer,Men,Water Polo,Water Polo,Barnabs Steinmetz,HUN,Hungary,196.0,98.0,Gold
1968,Summer,Men,Water Polo,Water Polo,Jnos Steinmetz,HUN,Hungary,190.0,92.0,Bronze
1936,Summer,Men,Football,Football,Klement Steinmetz,AUT,Austria,,,Silver
1984,Summer,Women,Swimming,100 metres Freestyle,"Carolyn Lynne ""Carrie"" Steinseifer (-Bates)",USA,United States,167.0,57.0,Gold
1984,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Carolyn Lynne ""Carrie"" Steinseifer (-Bates)",USA,United States,167.0,57.0,Gold
1984,Summer,Women,Swimming,4 x 100 metres Medley Relay,"Carolyn Lynne ""Carrie"" Steinseifer (-Bates)",USA,United States,167.0,57.0,Gold
1992,Summer,Men,Cycling,"Team Pursuit, 4,000 metres",Stefan Steinweg,GER,Germany,183.0,80.0,Gold
2010,Winter,Women,Cross Country Skiing,4 x 5 kilometres Relay,Kristin Strmer Steira,NOR,Norway,169.0,53.0,Gold
2014,Winter,Women,Cross Country Skiing,30 kilometres,Kristin Strmer Steira,NOR,Norway,169.0,53.0,Bronze
1984,Summer,Men,Rowing,Coxless Fours,"Phillip William ""Otto"" Stekl",USA,United States,193.0,93.0,Silver
1980,Summer,Men,Rowing,Coxed Fours,Grzegorz Jzef Stellak,POL,Poland,197.0,95.0,Bronze
1906,Summer,Men,Rowing,17-Man Naval Rowing Boats,Xenofon Stellas,GRE,"Phalainis ton Thorichtou ""Hydra""-2",,,Silver
1988,Summer,Women,Swimming,200 metres Freestyle,Manuela Stellmach (-Schubert),GDR,East Germany,175.0,65.0,Bronze
1988,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,Manuela Stellmach (-Schubert),GDR,East Germany,175.0,65.0,Gold
1988,Summer,Women,Swimming,4 x 100 metres Medley Relay,Manuela Stellmach (-Schubert),GDR,East Germany,175.0,65.0,Gold
1992,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,Manuela Stellmach (-Schubert),GER,Germany,175.0,65.0,Bronze
1928,Summer,Women,Gymnastics,Team All-Around,"Jacoba Cornelia ""Co"" Stelma",NED,Netherlands,,,Gold
1984,Winter,Men,Ice Hockey,Ice Hockey,Igor Anatolyevich Stelnov,URS,Soviet Union,192.0,94.0,Gold
1988,Winter,Men,Ice Hockey,Ice Hockey,Igor Anatolyevich Stelnov,URS,Soviet Union,192.0,94.0,Gold
2008,Summer,Women,Rowing,Lightweight Double Sculls,Sanna Tutteli Stn,FIN,Finland,171.0,63.0,Silver
1908,Summer,Men,Gymnastics,Team All-Around,Kurt Enoch Stenberg,FIN,Finland,,,Bronze
1932,Winter,Men,Nordic Combined,Individual,Ole Stenen,NOR,Norway,170.0,,Silver
1952,Winter,Men,Nordic Combined,Individual,Sverre Stenersen,NOR,Norway,,,Bronze
1956,Winter,Men,Nordic Combined,Individual,Sverre Stenersen,NOR,Norway,,,Gold
1964,Winter,Men,Luge,()'s Doubles,Manfred Stengl,AUT,Austria-1,,,Gold
1960,Winter,Men,Speed Skating,"1,500 metres",Boris Andrianovich Stenin,URS,Soviet Union,171.0,71.0,Bronze
1960,Winter,Women,Speed Skating,"3,000 metres",Valentina Sergeyevna Stenina (Miloslavova-),URS,Soviet Union,154.0,52.0,Silver
1964,Winter,Women,Speed Skating,"3,000 metres",Valentina Sergeyevna Stenina (Miloslavova-),URS,Soviet Union,154.0,52.0,Silver
1976,Winter,Men,Alpine Skiing,Giant Slalom,Jan Ingemar Stenmark,SWE,Sweden,181.0,75.0,Bronze
1980,Winter,Men,Alpine Skiing,Giant Slalom,Jan Ingemar Stenmark,SWE,Sweden,181.0,75.0,Gold
1980,Winter,Men,Alpine Skiing,Slalom,Jan Ingemar Stenmark,SWE,Sweden,181.0,75.0,Gold
1920,Summer,Men,Cycling,"Road Race, Individual",Erik Harry Stenqvist,SWE,Sweden,,,Gold
1920,Summer,Men,Cycling,"Road Race, Team",Erik Harry Stenqvist,SWE,Sweden,,,Silver
1912,Summer,Men,Athletics,"10,000 metres","Oskar Albinus ""Albin"" Stenroos",FIN,Finland,173.0,64.0,Bronze
1912,Summer,Men,Athletics,"Cross-Country, Team","Oskar Albinus ""Albin"" Stenroos",FIN,Finland,173.0,64.0,Silver
1924,Summer,Men,Athletics,Marathon,"Oskar Albinus ""Albin"" Stenroos",FIN,Finland,173.0,64.0,Gold
1972,Winter,Men,Speed Skating,"5,000 metres",Sten Einar Stensen,NOR,Norway,183.0,74.0,Bronze
1972,Winter,Men,Speed Skating,"10,000 metres",Sten Einar Stensen,NOR,Norway,183.0,74.0,Bronze
1976,Winter,Men,Speed Skating,"5,000 metres",Sten Einar Stensen,NOR,Norway,183.0,74.0,Gold
1976,Winter,Men,Speed Skating,"10,000 metres",Sten Einar Stensen,NOR,Norway,183.0,74.0,Silver
1980,Winter,Men,Speed Skating,"1,500 metres",Kay Arne Stenshjemmet,NOR,Norway,188.0,84.0,Silver
1980,Winter,Men,Speed Skating,"5,000 metres",Kay Arne Stenshjemmet,NOR,Norway,188.0,84.0,Silver
2016,Summer,Men,Golf,Individual,Henrik Olof Stenson,SWE,Sweden,188.0,86.0,Silver
1992,Summer,Men,Shooting,"Small-Bore Rifle, Prone, 50 metres",Harald Stenvaag,NOR,Norway,182.0,90.0,Silver
2000,Summer,Men,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Harald Stenvaag,NOR,Norway,182.0,90.0,Bronze
1952,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Marie Louise ""Marilee"" Stepan (-Wehmann)",USA,United States,,,Bronze
2004,Summer,Men,Canoeing,"Canadian Doubles, Slalom",Ondej tpnek,CZE,Czech Republic-1,173.0,78.0,Bronze
2008,Summer,Men,Canoeing,"Canadian Doubles, Slalom",Ondej tpnek,CZE,Czech Republic,173.0,78.0,Silver
2016,Summer,Men,Tennis,Doubles,Radek tpnek,CZE,Czech Republic,186.0,79.0,Bronze
1964,Summer,Men,Judo,Lightweight,Oleg Sergeyevich Stepanov,URS,Soviet Union,175.0,69.0,Bronze
2016,Summer,Women,Archery,Team,Inna Yakovlevna Stepanova,RUS,Russia,176.0,63.0,Silver
2004,Summer,Women,Basketball,Basketball,Mariya Aleksandrovna Stepanova,RUS,Russia,202.0,85.0,Bronze
2008,Summer,Women,Basketball,Basketball,Mariya Aleksandrovna Stepanova,RUS,Russia,202.0,85.0,Bronze
1956,Summer,Men,Weightlifting,Light-Heavyweight,Vaslijs Stepanovs,URS,Soviet Union,,82.0,Silver
1976,Winter,Women,Speed Skating,"1,500 metres",Galina Andreyevna Stepanskaya,URS,Soviet Union,169.0,,Gold
1964,Summer,Men,Boxing,Featherweight,Stanislav Ivanovich Stepashkin,URS,Soviet Union,163.0,57.0,Gold
2004,Summer,Men,Handball,Handball,Daniel Stephan,GER,Germany,198.0,98.0,Silver
1956,Summer,Men,Hockey,Hockey,Charles Stephen,IND,India,,,Gold
1936,Summer,Women,Athletics,100 metres,Helen Herring Stephens,USA,United States,182.0,70.0,Gold
1936,Summer,Women,Athletics,4 x 100 metres Relay,Helen Herring Stephens,USA,United States,182.0,70.0,Gold
2004,Summer,Men,Baseball,Baseball,John M. Stephens,AUS,Australia,182.0,84.0,Silver
2006,Winter,Women,Ice Hockey,Ice Hockey,Kelly Stephens (-Tysland),USA,United States,167.0,59.0,Bronze
1968,Winter,Men,Ice Hockey,Ice Hockey,Wayne Frederick Stephenson,CAN,Canada,175.0,79.0,Bronze
1992,Summer,Men,Wrestling,"Middleweight, Greco-Roman",Piotr Stpie,POL,Poland,176.0,82.0,Silver
2000,Summer,Women,Hockey,Hockey,Ayeln Lara Stepnik Puche,ARG,Argentina,169.0,62.0,Silver
2004,Summer,Women,Hockey,Hockey,Ayeln Lara Stepnik Puche,ARG,Argentina,169.0,62.0,Bronze
1936,Summer,Men,Boxing,Lightweight,Nikolai Stepulov,EST,Estonia,,,Silver
2012,Summer,Men,Canoeing,"Kayak Fours, 1,000 metres",Jan trba,CZE,Czech Republic,183.0,85.0,Bronze
2016,Summer,Men,Canoeing,"Kayak Fours, 1,000 metres",Jan trba,CZE,Czech Republic,183.0,85.0,Bronze
1976,Summer,Women,Handball,Handball,Amlia Sterbinszky,HUN,Hungary,172.0,62.0,Bronze
1960,Summer,Men,Cycling,Sprint,Leo Sterckx,BEL,Belgium,178.0,80.0,Silver
1980,Summer,Men,Volleyball,Volleyball,Constantin Sterea,ROU,Romania,186.0,80.0,Bronze
1906,Summer,Men,Rowing,17-Man Naval Rowing Boats,Nikolaos Stergiou,GRE,"Phalainis ton Thorichtou ""Hydra""-2",,,Silver
1924,Summer,Men,Rugby,Rugby,Soare Sterian,ROU,Romania,,,Bronze
1976,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Gillian ""Jill"" Sterkel",USA,United States,180.0,77.0,Gold
1984,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Gillian ""Jill"" Sterkel",USA,United States,180.0,77.0,Gold
1988,Summer,Women,Swimming,50 metres Freestyle,"Gillian ""Jill"" Sterkel",USA,United States,180.0,77.0,Bronze
1988,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Gillian ""Jill"" Sterkel",USA,United States,180.0,77.0,Bronze
1968,Summer,Men,Rowing,Coxed Eights,Volodymyr Ivanovych Sterlik,URS,Soviet Union,193.0,97.0,Bronze
1908,Summer,Men,Fencing,"epee, Team",Lon Antoine Jean Stern,FRA,France,,,Gold
1968,Summer,Men,Sailing,5.5 metres,Marcel Grard Stern,SUI,Switzerland,181.0,98.0,Silver
1964,Winter,Men,Ice Hockey,Ice Hockey,Ulf Ivar Erik Sterner,SWE,Sweden,187.0,87.0,Silver
1980,Summer,Women,Rowing,Coxed Eights,Tetiana Ivanivna Stetsenko (-Buniak),URS,Soviet Union,187.0,86.0,Silver
1972,Summer,Men,Canoeing,"Kayak Fours, 1,000 metres",Yuriy Mykolaiovych Stetsenko,URS,Soviet Union,186.0,82.0,Gold
1984,Winter,Men,Bobsleigh,Four,Heinz Stettler,SUI,Switzerland-1,188.0,108.0,Bronze
1936,Summer,Women,Athletics,80 metres Hurdles,Anni Steuer (-Ludewig),GER,Germany,177.0,67.0,Silver
1998,Winter,Men,Figure Skating,Pairs,Ingo Steuer,GER,Germany-1,173.0,68.0,Bronze
1972,Winter,Women,Alpine Skiing,Slalom,Florence Steurer (-Penz),FRA,France,168.0,60.0,Bronze
2016,Summer,Women,Volleyball,Volleyball,Jovana Stevanovi,SRB,Serbia,192.0,72.0,Silver
2004,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,Craig Julian Stevens,AUS,Australia,188.0,82.0,Silver
1932,Winter,Men,Bobsleigh,Two,Curtis Palmer Stevens,USA,United States-1,,,Gold
1952,Summer,Men,Rowing,Coxed Eights,"Edward Glenister ""Ed"" Stevens, Jr.",USA,United States,,,Gold
1932,Winter,Men,Bobsleigh,Two,John Hubert Stevens,USA,United States-1,,,Gold
2008,Summer,Men,Baseball,Baseball,"Jeffrey Allen ""Jeff"" Stevens",USA,United States,188.0,93.0,Bronze
1932,Summer,Men,Boxing,Lightweight,"Lawrence ""Laurie"" Stevens",RSA,South Africa,,,Gold
1932,Winter,Men,Bobsleigh,Four,Francis Paul Stevens,USA,United States-2,,,Silver
1992,Summer,Men,Judo,Half-Heavyweight,Raymond Stevens,GBR,Great Britain,183.0,95.0,Silver
1992,Summer,Women,Athletics,4 x 400 metres Relay,Rochelle Stevens,USA,United States,173.0,58.0,Silver
1996,Summer,Women,Athletics,4 x 400 metres Relay,Rochelle Stevens,USA,United States,173.0,58.0,Gold
2016,Summer,Men,Judo,Half-Middleweight,Travis Stevens,USA,United States,181.0,80.0,Silver
1924,Summer,Men,Athletics,4 x 400 metres Relay,"William Edwards ""Bill"" Stevenson",USA,United States,183.0,77.0,Gold
1908,Summer,Men,Hockey,Hockey,Norman Lang Stevenson,GBR,Scotland-3,,,Bronze
2008,Summer,Women,Taekwondo,Heavyweight,Sarah Diana Stevenson,GBR,Great Britain,177.0,69.5,Bronze
2016,Summer,Men,Boxing,Bantamweight,Shakur Stevenson,USA,United States,173.0,56.0,Silver
1972,Summer,Men,Boxing,Heavyweight,Tefilo Stevenson Laurence,CUB,Cuba,190.0,95.0,Gold
1976,Summer,Men,Boxing,Heavyweight,Tefilo Stevenson Laurence,CUB,Cuba,190.0,95.0,Gold
1980,Summer,Men,Boxing,Heavyweight,Tefilo Stevenson Laurence,CUB,Cuba,190.0,95.0,Gold
2004,Summer,Men,Athletics,Pole Vault,Toby Lynn Stevenson,USA,United States,185.0,81.0,Silver
1960,Summer,Women,Swimming,100 metres Freestyle,Natalie Alwyne Steward,GBR,Great Britain,174.0,70.0,Bronze
1960,Summer,Women,Swimming,100 metres Backstroke,Natalie Alwyne Steward,GBR,Great Britain,174.0,70.0,Silver
1980,Summer,Women,Hockey,Hockey,Anthea Dorine Stewart (Allin-),ZIM,Zimbabwe,160.0,56.0,Gold
2016,Summer,Women,Basketball,Basketball,Breanna Mackenzie Stewart,USA,United States,193.0,79.0,Gold
1912,Summer,Men,Shooting,"Free Pistol, 50 metres",Charles Edward Stewart,GBR,Great Britain,,,Bronze
1912,Summer,Men,Shooting,"Free Pistol, 50 metres, Team",Charles Edward Stewart,GBR,Great Britain,,,Bronze
1912,Summer,Men,Shooting,"Dueling Pistol, 30 metres, Team",Charles Edward Stewart,GBR,Great Britain,,,Bronze
2012,Summer,Women,Football,Football,Chelsea Blaine Stewart,CAN,Canada,165.0,54.0,Bronze
1928,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Sarah Gillow Marshall ""Cissie"" Stewart (-Hunt)",GBR,Great Britain,,,Silver
2008,Summer,Women,Softball,Softball,Danielle Stewart,AUS,Australia,165.0,65.0,Bronze
1988,Summer,Men,Judo,Half-Heavyweight,Dennis C. Stewart,GBR,Great Britain,182.0,95.0,Bronze
1952,Summer,Men,Equestrianism,"Jumping, Team","Douglas Norman ""Duggie"" Stewart",GBR,Great Britain,,,Gold
2000,Summer,Men,Rowing,Coxless Fours,"Geoffrey Peter ""Geoff"" Stewart",AUS,Australia,200.0,90.0,Bronze
2004,Summer,Men,Rowing,Coxed Eights,"Geoffrey Peter ""Geoff"" Stewart",AUS,Australia,200.0,90.0,Bronze
1972,Summer,Men,Athletics,"5,000 metres",Ian Stewart,GBR,Great Britain,178.0,65.0,Bronze
2000,Summer,Men,Rowing,Coxless Fours,James Alexander Stewart,AUS,Australia,200.0,92.0,Bronze
2004,Summer,Men,Rowing,Coxed Eights,James Alexander Stewart,AUS,Australia,200.0,92.0,Bronze
